Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
1,Apatosaurus_minimus,not,Sauropodomorpha,Macronaria,Macronaria,Kimmeridgian,Tithonian,,,,,,,,,,,,,,Mook 1917; ilium and sacrum; AMNH 675,Pubis is slightly incomplete proximally,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 675,,,,,,,,,,
2,Cetiosauriscus_greppini,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Early_Kimmeridgian,Early_Kimmeridgian,,,,,520,,560,,,,,,,Huene 1922; Meyer & Thüring 2003,bonebed,0,1,"HM, Naturhistorisches Museum Basel, Switzerland","HM 260 (humerus), 340 (ulna), 349, 372 (femora), 342, 339, 387 (tibiae) and other specimens",,,,,,,,,,
3,Cetiosaurus_glymptonensis,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Late_Bathonian,Late_Bathonian,,,,,,,,,,,,,,Phillips 1871; Upchurch & Martin 2003; caudal vertebrae only,,0,0,"OUMNH, Oxford University Museum of Natural History, Oxford, UK",OUMNH J.13750-13758,,,,,,,,,,
4,Gyposaurus_sinensis,not,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Hettangian,Hettangian,235.5,,,22,202,,150,,21,,,85,101,Young 1941; 'V27' 'the most part of a large individual',juvenile,1,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",V27 (larger individual),,,72.5998144,0.0484,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,26.64897292,0.203344796
5,Huanghetitan_ruyangensis,not,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Cenomanian,Turonian,,,,,,,,,,,,,,"Lu et al. 2007a; 6 sacral and 10 caudal vertebrae, ribs and partial ischium",,0,0,"HGM, Henan Geological Museum, Zhengzhou, China",HGM 41HIII-0001,,,,,,,,,,
6,Morosaurus_agilis,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Kimmeridgian,Tithonian,,,,,,,,,,,,,,Gilmore 1907; USNM 5384; posterior skull and cervical vertebrae only referred with certainty,,0,0,"USNM, United Stated National Museum, Washington DC, USA",USNM 5384,,,,,,,,,,
7,Pelorosaurus_becklesii,Pelorosaurus_becklesii,Sauropodomorpha,Titanosauria,Titanosauria,Berriasian,Valanginian,,,,,,,600,,113,76,,414,,NHMUK 1868 (PDM),,0,0,"NHMUK, Natural History Museum, London, UK",NHMUK 1868,,299.73,383.82,0.043182086,FC_for_quadrupedal_sauropodomorphs_using_HCe,314.94,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,5194.05149,0.215999688
8,Yunnanosaurus_youngi,not,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_2,Middle_Jurassic,Middle_Jurassic,,,,,,,,,,,,,,Lü et al. 2007b,,0,0,"CXMVZA, Chuxiong Museum, Yunnan, China",Chuxiong Museum (CXMVZA 185).,,,,,,,,,,
9,Aardonyx_celestae,Aardonyx,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_2,Hettangian,Sinemurian,,,,,,,,,,,,283,198,"Yates et al. 2009; measurements of larger individual; femur of smaller individual known (BP/1/6510; length = 681; mediolateral width at midshaft = 91, circumference=285); radius and mt III of the 'larger individual' reported by Yates et al. (2009) both 1.2 times as long as those of the 'smaller individual'","juveniles, bonebed (hypothetical 'larger individual' documented here, but was 'still growing' at the time of death)",1,0,"BPI, Bernard Price Institute, Witswatersrand University, Johannesburg, South Africa",BP/1/6254 and other specimens,,,,,,,,,,
10,Abrosaurus_dongpoensis,not,Sauropodomorpha,Macronaria,Macronaria,Bajocian,Callovian,,,,,,,,,,,,,,Hui 1989; skull only,,0,0,"ZDM, Zigong Dinosaur Museum, Zigong, China",ZDM 5038,,,,,,,,,,
11,Adamantisaurus_mezzalirai,not,Sauropodomorpha,Titanosauria,Titanosauria,Turonian,Maastrichtian,,,,,,,,,,,,,,Santucci & Bertini 2006; caudal vertebrae only,,0,0,"MUGEO, Museu Geológico Valdemar Lefevre, São Paulo","MUGEO 1282, 1289, 1295",,,,,,,,,,
12,Adeopapposaurus_mognai,Adeopapposaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Hettangian,Sinemurian,230,,26,24,212,,159,,21,,,99,,Martinez 2009; no measurements in paper so measured from figures of PVSJ 610 (forelimb) and 569 (hindlimb),multiple individuals,1,1,"PVSJ, Instituto y Museo de Ciencias Naturales, San Juan, Argentina","PVSJ 610, 569 and other specimens",78.57,,83.85,0.0246,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,39.60017701,0.164807872
13,Aegyptosaurus_baharijensis,Aegyptosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Early_Cenomanian,Early_Cenomanian,1290,,220,,890,,1000,,,,,,,Stromer 1932,,0,0,"BSP, Bayerische Staatssammlung für Paläontologie und historische Geologie, Munich, Germany",BSP 1912 VIII 61 (?destroyed),,,575.57,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,,,,,
14,Aeolosaurus_maximus,Aeolosaurus_maximus,Sauropodomorpha,Titanosauria,Titanosauria,Turonian,Maastrichtian,1550,,221,154,,,,,,,,,,Santucci & Arruda-Campos 2011,,0,0,"MPMA, Museu de Paleontologia de Monte Alto, São Paulo, Brazil",MPMA 12-0001-97,593.76,,578.09,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,501.6,0.035184137,HC_for_quadrupedal_sauropodomorphs_using_FCe,17180.79823,0.218710971
15,Aeolosaurus_colhuehuapensis,not,Sauropodomorpha,Titanosauria,Titanosauria,Campanian,Maastrichtian,,,,,,,,,,,,,,Casal et al. 2007; caudal vertebrae only,,0,0,"UNPSJB, paleontología de vertebrados, Universidad Nacional de la Patagonia San Juan Bosco, Comodoro Rivadavia, Argentina",UNPSJB-PV 959/1–959/27,,,,,,,,,,
16,Aeolosaurus_rionegrinus,Aeolosaurus_rionegrinus,Sauropodomorpha,Titanosauria,Titanosauria,Campanian,Maastrichtian,,,,,670,,925,435,,,260,580,,Powell 1987; MJG-R 1 (other specimens have been reported subsequently); measurements from Powell (2003),,0,0,"MJG-R, Museo Jorge Gerold, Ingeniero Jacobacci, Río Negro, Argentina",MJG-R 1,,,528.77,0.0367,FC_for_quadrupedal_sauropodomorphs_using_HC_and_equation_.20.,435,0,measured,12572.81483,0.228348466
17,Aeolosaurus_sp.,Aeolosaurus_sp.,Sauropodomorpha,Titanosauria,Titanosauria,Campanian,Maastrichtian,,,,,,,,,,,,,,Salgado et al. 1997; MCPA 27100,,0,0,"MCPA, Museo Provincial de Cipolletti, Rio Negro, Argentina",MCPA 27100,,,,,,,,,,
18,Agustinia_ligabuei,not,Sauropodomorpha,Titanosauria,Titanosauria,Late_Aptian,Albian,,,,,840,,,,,,,,210,"Bonaparte 1999; MCF-PVPH 110; vertebrae, tibia, fibula and left metatarals",,0,0,"MCF-PVPH, Museo ""Carmen Funes"", Plaza Huincul, Neuquen Province, Argentina",MCF-PVPH 110,,,,,,,,,,
19,Alamosaurus_sanjuanensis,Alamosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Campanian,Maastrichtian,,740,,,,,1503,661,,,,,,"Gilmore 1938 (USNM 15560, including a humerus); Lehman & Coulson 2002 (mention TMM 41541 with humeral and femoral circumferences); all measurements from TMM 41541.",,0,0,"TMM, Texas Memorial Museum, Austin, Texas, USA",TMM 41541,,,740,0,measured,661,0,measured,35163.81169,0.152796551
20,Amargasaurus_cazaui,Amargasaurus,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Barremian,Early_Aptian,1035,505,195,141,640,,712,388,155,75,,470,,MACN N-15 (PDM); Salgado & Bonaparte 1991,,0,0,"MACN, Museo Argentino de Ciencias Naturales, Buenos Aires, Argentina",MACN-N 15,531.2,372.29,505,0,measured,388,0,measured,10194.60803,0.153080815
21,Amargatitanis_macni,not,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Late_Barremian,Early_Aptian,1118,510,220,,,,,,,,,,,"MACN PV N53 (DE); Apesteguía 2007; six caudal vertebrae, a scapula, a femur (MACN PV N53), one astragalus",,0,0,"MACN, Museo Argentino de Ciencias Naturales, Buenos Aires, Argentina","MACN PV N51, 53, 34",,,510,0,measured,420.22,0.0352,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,11405.83573,0.223791114
22,Amazonsaurus_maranhensis,not,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Aptian,Albian,,,,,,,,,,,,,,Carvalho et al. 2003; Two dorsal neural spines (MN 4558-V; UFRJ-DG 58-R/9); two dorsal centra (MN 4559-V; MN s/n(-V); neural spine of anterior caudal vertebra (UFRJ-DG 58-R/7); one mid caudal vertebra (MN 4555-V); one mid-posterior caudal vertebra (MN 4560-V); one posterior caudal vertebra (MN 4556-V); one posterior caudal vertebra (UFRJ-DG 58- R/10); four chevrons (UFRJ-DG 58-R/2; 58-R/3; 58-R/4; 58-R/5); four chevrons (MN 4564-V); an ilium (UFRJ-DG 58-R/1); a partial pubis (MN s/n(-V); and three ribs (MN 4562-V),,0,0,,,,,,,,,,,,
23,Anchisaurus_polyzelus,Anchisaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_2,Hettangian,Sinemurian,275,,42.3,33.2,260,,,,,,,,120.7,YPM 208 (MTC; holotype of Ammosaurus major; referred to Anchisaurus polyzelus most recently by Yates 2010); Galton 1973,,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 208,119.03,,117.96,0.0235,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,108.88,0.03497113,HC_for_quadrupedal_sauropodomorphs_using_FCe,235.6013484,0.207282348
24,Ampelosaurus_atacis,Ampelosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Late_Campanian,Early_Maastrichtian,710,257,104.3,54.7,,,657,280,113,60,,,,MDE c3.1182 (femur; MTC);  humerus (C3-86; MTC); Le Loeuff 2005,bonebed,0,1,"MDE, Esperaza Dinosaur Museum, Espéraza, France",,255.87,278.16,257,0,measured,280,0,measured,2518.338415,0.15017229
25,Amphicoelias_altus,Amphicoelias,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,1770,735,,,,,,,,,,,,Osborn & Mook 1921; AMNH 5764,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 5764,,,735,0,measured,598.78,0.0352,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,30717.62873,0.225690941
26,Amygdalodon_patagonicus,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Late_Toarcian,Early_Aalenian,,,,,,,,,,,,,,"Cabrera 1947; Museo de La Plata 46-VIII-21-1; vertebrae, ribs, partial scapula, partial pubis and teeth; possibly multiple individuals (Rauhut 2003)",,0,1,"MLP, Museo de La Plata, La Plata, Argentina",MLP 46-VIII-21-1,,,,,,,,,,
27,Andesaurus_delgadoi,Andesaurus,Sauropodomorpha,Titanosauria,Titanosauria,Early_Cenomanian,Early_Cenomanian,,,,,,,,,190,,,,,"Calvo & Bonaparte 1991; Mannion & Calvo 2011; MUCPv-132; vertebrae, ribs, right humerus, pubis, ischia, femur",,0,0,"MUCPv, Museo de Geología y Paleontología de la Universidad Nacional del Comahue, Neuquén, Argentina",MUCPv-132,,,,,,512.64,0.0326,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,,
28,Angolatitan_adamastor,not,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Late_Turonian,Late_Turonian,,,,,,,1100,432,,,225,630,,Mateus et al. 2011; MGUANPA-003,,0,0,"MGUAN, Museu Geológico da Universidade Agostinho Neto, Luanda, Angola",MGUANPA-003,,,525.07,0.0367,FC_for_quadrupedal_sauropodomorphs_using_HC_and_equation_.20.,432,0,measured,12333.97263,0.227690733
29,Antarctosaurus_wichmannianus,Antarctosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Santonian,Santonian,2280,796,,,,,,,,,,,,"DE measurements: MACN 6804 (FL=1360, FC=499); and two other specimens (FL=2280, FC=796) and (FL =2195, FC=790); Huene 1929a; FMNH 3019 (FL=1770) and MACN 6904 (FL=1405; FC=535), both have femora according to MTCs list, but circumference has only been measured for the smaller (MACN 6904); need more information about these specimens; Anderson et al. 1985 stated a femoral circumference of 800 mm for Antarctosaurus giganteus",,0,0,"MACN, Museo Argentino de Ciencias Naturales, Buenos Aires, Argentina",,,,796,0,measured,646.87,0.0352,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,38129.12716,0.230578822
30,Antarctosaurus_brasilensis,not,Sauropodomorpha,Titanosauria,Titanosauria,Turonian,Maastrichtian,,,286,135,,,,,150,100,,,,Arid & Vizotto 1971; measured from figures,nomen dubium,0,0,,,682.75,396.64,740.69,0.0203,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,417.78,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,20851.26825,0.198782708
31,Antetonitrus_ingenipes,Antetonitrus,Sauropodomorpha,Sauropoda,Sauropoda,Norian,Rhaetian,794,410,159,89,512,,717,310,94,89,,376,197,BP/1/4952 (R. J. Butler pers. comm. 18 Nov 2011); association of material may be questionable (McPhee et al. 2014); Yates & Kitching 2003,,0,0,"BPI, Bernard Price Institute, Witswatersrand University, Johannesburg, South Africa",BP/1/4952,397.36,287.51,410,0,measured,310,0,measured,5639.743396,0.153554993
32,Apatosaurus_excelsus,Apatosaurus_excelsus,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,1725,740,292,167,1060,475,1080,591,221,129,337,786,,McIntosh 1995; YPM 1980 (largest individual reported) (MTC diameters),,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1980,734.43,559.32,740,0,measured,591,0,measured,30541.92639,0.153201069
33,Apatosaurus_louisae,Apatosaurus_louisae,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,1785,845,332.3,174,1115,,1150,640,238,164,,800,236,CM 3018 (MTC; NC); Gilmore 1936,,0,0,"CM, Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA",CM 3018,814.85,636.82,845,0,measured,640,0,measured,41268.71871,0.153053747
34,Apatosaurus_ajax,Apatosaurus_ajax,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,1678,726,,,1058,480,1055,584,,,310,775,,YPM 180 (NEC); McIntosh 1995,,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1860,,,726,0,measured,584,0,measured,29235.31031,0.152978562
35,Apatosaurus_yahnahpin,not,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,,,,,1070,,1100,,190,,,648,,Filla & Redman 1994; TATE 001,,0,0,"TATE, Tate Geological Museum, Casper, Wyoming",TATE 001,,,,,,512.64,0.0326,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,,
36,Apatosaurus_parvus,Apatosaurus_parvus,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,1700,,290,155,1068,,1130,,177,119,,730,269,Gilmore 1936; Upchurch et al. 2004; UWGM 15556,,0,0,"UWGM, University of Wisconsin Geology Museum, Madison, Wisconsin, USA",UWGM 15556,715.18,469.43,750.64,0.0203,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,495.17,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,25463.58331,0.197876349
37,Aragosaurus_ischiaticus,Aragosaurus,Sauropodomorpha,Macronaria,Macronaria,Late_Hauterivian,Late_Hauterivian,1420,640,,,,,1120,,130,108,,792,,(PU); Sanz et al. 1987; Royo-Torres et al. 2006,,0,0,MMG,MMG-SS,,374.65,640,0,measured,394.42,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,15272.16086,0.186306686
38,Archaeodontosaurus_descouensi,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Bathonian,Bathonian,,,,,,,,,,,,,,Buffetaut 2005; dentary only,,0,0,"MHNDPal, Muséum d’Histoire Naturelle de Toulouse",MHNDPal 2003-396,,,,,,,,,,
39,Arcusaurus_pereirabdalorum,Arcusaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Hettangian,Sinemurian,,,,,,,,,,,,,,Yates et al. 2011; skull elements only,,0,0,"BPI, Bernard Price Institute, Witswatersrand University, Johannesburg, South Africa",BP/1/6235,,,,,,,,,,
40,Argentinosaurus_huinculensis,Argentinosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Late_Cenomanian,Turonian,2250,1114,,,,,,,,,,,,"Femur measured directly by DE; also used data from Mazzetta et al. 2004; Bonaparte and Coria 1993; PVPH-1, vertebrae and tibia; additional data from Lammana, unpublihed PhD thesis",,0,0,"MCF-PVPH, Museo ""Carmen Funes"", Plaza Huincul, Neuquen Province, Argentina",MCF PVPH-1,,,1114,0,measured,895.9,0.0353,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,94844.08823,0.234294623
41,Argyrosaurus_superbus,Argyrosaurus,Sauropodomorpha,Titanosauria,Titanosauria,Cenomanian,Cenomanian,,,,,,,1370,672,,,,849,,"MLP 77-V-29-1 (holotype forelimb) (DE, PDM): humerus length approximate",,0,0,"MLP, Museo de La Plata, La Plata, Argentina",MLP 77-V-29-1,,,821.71,0.0373,FC_for_quadrupedal_sauropodomorphs_using_HC_and_equation_.20.,672,0,measured,41937.6161,0.23333802
42,Atacamatitan_chilensis,not,Sauropodomorpha,Titanosauria,Titanosauria,Late_Cretaceous,Late_Cretaceous,1100,,125,,,,,,121,,,,,"Kellner et al. 2011; SGO-PV-961; vertebrae, femur and proximal part of humerus",,0,0,"SGO, Sección Paleontología, Museo Nacional de Historia Natural, Santiago, Chile", SGO-PV-961,,,334.26,0.0204,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,340.9,0.0324,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,4725.8846,0.202088919
43,Atlasaurus_imelakei,Atlasaurus,Sauropodomorpha,Macronaria,Macronaria,Bathonian,Callovian,1943,690,,,1093,,1973,565,,,,1214,304,Monbaron et al. 1999,,0,0,Musée des sciences de la Terre de Rabat,,,,690,0,measured,565,0,measured,25983.34315,0.152386882
44,Atsinganosaurus_velauciensis,not,Sauropodomorpha,Titanosauria,Titanosauria,Late_Campanian,Late_Campanian,,,,,530,,,,,,,,,"Garcia et al. 2010; humerus present but not figured and no useful measurements. Also, an unidentified metacarpal and metatarsal are preserved",,0,0,VBN,VBN.02,,,,,,,,,,
45,Australodocus_bohetii,not,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Tithonian,Tithonian,,,,,,,,,,,,,,"Remes 2007; MB.R.2455 [G 70], holotype; MB.R.2454  [G 69], paratype; vertebrae only",,0,0,"MB, Museum für Naturkunde, Berlin, Germany",,,,,,,,,,,
46,Austrosaurus_mckillopi,not,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Late_Albian,Late_Albian,,,,,,,,,,,,,,Longman 1933; vertebrae,,0,0,,,,,,,,,,,,
47,Baotianmansaurus_henanensis,not,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Late_Cretaceous,Late_Cretaceous,,,,,,,,,,,,,,"Zhang et al. 2009; vertebrae, ribs and partial scapula",,0,0,"HGM, Henan Geological Museum, Zhengzhou, China","HGM, 41HIII-0200",,,,,,,,,,
48,Barapasaurus_tagorei,Barapasaurus,Sauropodomorpha,Eusauropoda,Eusauropoda,Early_Jurassic,Early_Jurassic,1365,,,,,,,,,,,,,Bandyopadhyay et al. 2010; femur ISIR 97,bonebed,0,1,"ISI, Indian Statistical Institute, Kolkata, India",ISI specimens,,,564.45,0.0535,FC_for_quadrupedal_dinosaurs_using_FL_and_equation_.16.,,,,,
49,Barosaurus_lentus,Barosaurus,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Kimmeridgian,Tithonian,1440,540,202,120,1064,368,1034,440,151,,,,181,AMNH 6341 (DE); McIntosh 2005; AMNH 6341; smaller individual than YPM 429,,1,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 6341,514.03,,540,0,measured,440,0,measured,13163.52651,0.152592528
50,Barrosasaurus_casamiquelai,not,Sauropodomorpha,Titanosauria,Titanosauria,Early_Campanian,Early_Campanian,,,,,,,,,,,,,,"Salgado & Coria 2009; MCF-PVPH-447/1–3, vertebrae only",,0,0,"MCF-PVPH, Museo ""Carmen Funes"", Plaza Huincul, Neuquen Province, Argentina",MCF-PVPH-447/1–3,,,,,,,,,,
51,Baurutitan_britoi,not,Sauropodomorpha,Titanosauria,Titanosauria,Maastrichtian,Maastrichtian,,,,,,,,,,,,,,Kellner et al. 2005; MCT 1490-R sacral/caudal vertebrae only,,0,0,"MCT, Museu de Ciências da Terra (Earth Science Museum) of the Departamento Nacional de Produção Mineral (DNPM), in Rio de",MCT 1490-R,,,,,,,,,,
